,rank_order,rank,name,scores_overall,scores_overall_rank,scores_resources,scores_resources_rank,scores_engagement,scores_engagement_rank,scores_outcomes,scores_outcomes_rank,scores_environment,scores_environment_rank,nid,location,stats_fees_oos,stats_board,stats_salary,Chemical Engineering,Architecture,Psychology,General Engineering,Sociology,Electrical & Electronic Engineering,"Geology, Environmental, Earth & Marine Sciences",Computer Science,Chemistry,Accounting & Finance,"Art, Performing Arts & Design",Biological Sciences,Politics & International Studies (incl Development Studies),Civil Engineering,Agriculture & Forestry,Law,"Languages, Literature & Linguistics",Communication & Media Studies,Mechanical & Aerospace Engineering,Economics & Econometrics,Medicine & Dentistry,Physics & Astronomy,Geography,"History, Philosophy & Theology",Mathematics & Statistics,Business & Management,Other Health,Archaeology,Education,Veterinary Science,Sport Science
516,517,501-600,Columbus College of Art & Design,43.3-46.6,517,15.3,294,-,792,-,708,-,468,593906,Ohio,"$34,440","$9,370","$31,667",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,518,501-600,Concordia University Wisconsin,43.3-46.6,518,-,410,16.6,162,-,670,-,679,594968,Wisconsin,"$28,600","$10,530","$42,267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,519,501-600,Covenant College,43.3-46.6,519,13.6,386,-,547,-,469,-,777,592235,Georgia,"$33,170","$9,910","$39,967",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0
519,520,501-600,Daemen College,43.3-46.6,520,-,418,15.9,340,-,601,-,680,593537,New York,"$27,990","$12,696","$40,233",0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0
520,521,501-600,East Carolina University,43.3-46.6,521,-,527,16.7,139,-,546,4.9,399,593777,North Carolina,"$23,250","$9,835","$39,600",0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
521,522,501-600,Eastern Connecticut State University,43.3-46.6,522,-,536,-,643,-,584,5.9,254,592103,Connecticut,"$23,608","$13,050","$44,667",0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0
522,523,501-600,Emerson College,43.3-46.6,523,-,496,-,793,16.9,386,-,440,592895,Massachusetts,"$43,728","$16,992","$45,067",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0
523,524,501-600,Emmanuel College,43.3-46.6,524,-,482,-,623,-,533,-,531,592898,Massachusetts,"$38,844","$14,628","$47,533",0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0
524,525,501-600,Georgetown College,43.3-46.6,525,13.4,394,-,449,-,589,-,736,592664,Kentucky,"$37,160","$9,410","$41,300",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1
525,526,501-600,Georgia State University,43.3-46.6,526,-,691,-,626,-,421,7.5,83,824,Georgia,"$23,971","$14,392","$41,767",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1
526,527,501-600,Georgian Court University,43.3-46.6,527,-,580,-,703,-,550,5.7,282,593399,New Jersey,"$32,260","$10,808","$43,633",0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1
527,528,501-600,Hardin-Simmons University,43.3-46.6,528,13.5,388,16.6,164,-,716,-,559,594632,Texas,"$27,440","$8,420","$40,833",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1
528,529,501-600,High Point University,43.3-46.6,529,-,424,16.2,257,-,535,-,715,593798,North Carolina,"$34,005","$13,350","$38,100",0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1
529,530,501-600,Hood College,43.3-46.6,530,14.1,358,-,778,-,654,5.7,286,592817,Maryland,"$37,960","$12,580","$43,467",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0
530,531,501-600,University of Houston-Downtown,43.3-46.6,531,-,798,-,595,-,432,8.5,23,594641,Texas,"$15,782",,"$43,433",0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0
531,532,501-600,Humboldt State University,43.3-46.6,532,-,678,-,551,-,528,6.5,188,131382,California,"$19,373","$13,016","$35,167",0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
532,533,501-600,Idaho State University,43.3-46.6,533,-,407,16.7,144,-,729,-,534,592316,Idaho,"$21,942","$7,024","$35,067",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0
533,534,501-600,University of the Incarnate Word,43.3-46.6,534,-,522,16.4,209,-,720,7.7,64,594650,Texas,"$29,990","$12,436","$44,733",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1
534,535,501-600,University of Indianapolis,43.3-46.6,535,-,408,17.0,83,-,721,-,481,592508,Indiana,"$28,390","$9,988","$40,767",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1
535,536,501-600,Kean University,43.3-46.6,536,-,672,-,627,-,515,7.8,61,593405,New Jersey,"$19,009","$13,513","$45,867",0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0
536,537,501-600,LIU Post,43.3-46.6,537,-,542,-,648,-,464,5.4,324,593588,New York,"$36,978","$13,720","$46,667",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
537,538,501-600,La Sierra University,43.3-46.6,538,-,487,-,730,-,752,9.1,3,591962,California,"$32,130","$8,250","$45,167",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1
538,539,501-600,University of La Verne,43.3-46.6,539,-,650,-,753,-,551,7.6,75,591959,California,"$41,450","$13,180","$49,433",0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
539,540,501-600,Lesley University,43.3-46.6,540,14.6,335,-,673,-,748,5.4,326,592922,Massachusetts,"$26,675","$15,750","$36,567",0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0
540,541,501-600,Lipscomb University,43.3-46.6,541,14.0,367,16.5,188,-,572,-,717,594521,Tennessee,"$30,932","$12,052","$40,333",0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
541,542,501-600,Loras College,43.3-46.6,542,-,464,15.8,384,-,489,-,800,592592,Iowa,"$32,886","$7,840","$43,000",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
542,543,501-600,Manchester University,43.3-46.6,543,13.7,380,-,481,-,687,-,538,592529,Indiana,"$31,660","$10,100","$39,033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,544,501-600,Manhattanville College,43.3-46.6,544,-,430,-,744,-,621,6.6,174,593594,New York,"$37,910","$14,520","$46,333",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1
544,545,501-600,University of Mary Washington,43.3-46.6,545,-,651,-,650,18.8,307,-,492,594818,Virginia,"$27,434","$10,911","$50,133",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0
545,546,501-600,University of Massachusetts Dartmouth,43.3-46.6,546,-,426,-,780,-,651,6.2,224,592979,Massachusetts,"$28,285","$12,936","$46,900",1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0
546,547,501-600,University of Massachusetts Lowell,43.3-46.6,547,-,507,-,600,-,585,6.2,225,592925,Massachusetts,"$31,865","$12,496","$51,433",1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0
547,548,501-600,University of Memphis,43.3-46.6,548,14.1,359,-,482,-,731,7.0,123,594551,Tennessee,"$21,029","$9,366","$36,500",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
548,549,501-600,Mercyhurst University,43.3-46.6,549,13.9,374,16.4,214,-,605,-,633,594260,Pennsylvania,"$36,320","$12,210","$39,833",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
549,550,501-600,University of Michigan-Flint,43.3-46.6,550,-,420,16.3,236,-,734,5.8,271,593081,Michigan,"$21,165","$8,386","$40,300",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
550,551,501-600,Morningside College,43.3-46.6,551,-,609,-,423,-,411,-,740,592598,Iowa,"$30,390","$9,390","$42,033",0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0
551,552,501-600,College of Mount Saint Vincent,43.3-46.6,552,-,601,-,784,-,413,7.0,125,593615,New York,"$33,458","$9,500","$51,700",0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0
552,553,501-600,University of Mount Union,43.3-46.6,553,-,440,16.8,122,-,510,-,759,593948,Ohio,"$29,890","$10,100","$42,333",0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1
553,554,501-600,Mount Vernon Nazarene University,43.3-46.6,554,14.6,336,16.5,191,-,705,-,648,593951,Ohio,"$18,946","$7,854","$41,567",0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1
554,555,501-600,University of Nebraska Omaha,43.3-46.6,555,-,621,16.4,215,-,610,5.6,302,593330,Nebraska,"$20,320","$9,406","$42,733",0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1
555,556,501-600,University of New Hampshire,43.3-46.6,556,-,556,16.4,216,-,465,-,686,593357,New Hampshire,"$32,637","$11,266","$48,900",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
556,557,501-600,University of New Haven,43.3-46.6,557,-,539,-,522,-,591,6.0,247,592112,Connecticut,"$38,170","$15,610","$49,933",1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0
557,558,501-600,New Mexico State University (Main campus),43.3-46.6,558,-,489,16.7,147,-,693,7.6,78,131775,New Mexico,"$21,022","$8,686","$33,600",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
558,559,501-600,University of North Carolina at Asheville,43.3-46.6,559,-,490,15.8,387,-,557,-,623,593825,North Carolina,"$23,868","$9,106","$34,400",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0
559,560,501-600,University of North Carolina at Charlotte,43.3-46.6,560,-,602,15.8,388,-,478,6.4,195,593828,North Carolina,"$20,266","$12,408","$42,733",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0
560,561,501-600,University of North Carolina at Greensboro,43.3-46.6,561,-,596,16.7,148,-,653,6.6,177,131588,North Carolina,"$22,409","$10,183","$36,367",0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
561,562,501-600,North Central College,43.3-46.6,562,-,514,16.3,240,-,501,-,605,592409,Illinois,"$37,749","$10,650","$46,067",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
562,563,501-600,Northeastern State University,43.3-46.6,563,-,674,16.2,263,-,502,7.3,104,594041,Oklahoma,"$14,022","$7,764","$35,300",0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1
563,564,501-600,Northern Arizona University,43.3-46.6,564,-,695,16.6,170,-,503,5.9,259,589172,Arizona,"$16,998","$9,944","$39,500",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
564,565,501-600,University of Northern Iowa,43.3-46.6,565,-,630,17.1,72,17.3,370,-,688,592604,Iowa,"$19,241","$8,781","$43,133",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
565,566,501-600,Northwestern College,43.3-46.6,566,-,437,15.8,390,-,536,-,787,595214,Iowa,"$30,200","$9,000","$37,733",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1
566,567,501-600,Norwich University,43.3-46.6,567,-,472,-,708,-,530,-,696,594776,Vermont,"$38,662","$13,372","$49,667",0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
567,568,501-600,Old Dominion University,43.3-46.6,568,-,570,-,460,-,587,6.9,140,847,Virginia,"$27,900","$11,268","$42,933",0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
568,569,501-600,Otterbein University,43.3-46.6,569,15.0,308,16.8,127,-,655,-,725,593984,Ohio,"$31,874","$10,528","$41,800",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0
569,570,501-600,Portland State University,43.3-46.6,570,-,669,-,487,-,440,6.6,178,131485,Oregon,"$26,130",,"$43,233",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
570,571,501-600,Queens University of Charlotte,43.3-46.6,571,16.3,248,15.9,355,-,722,-,462,593849,North Carolina,"$33,532","$11,844","$39,200",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
571,572,501-600,Ramapo College of New Jersey,43.3-46.6,572,-,660,-,725,17.4,364,5.8,274,593414,New Jersey,"$23,214","$12,180","$49,067",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0
572,573,501-600,Robert Morris University,43.3-46.6,573,-,493,-,653,-,592,4.9,405,594344,Pennsylvania,"$29,420","$12,900","$45,267",0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0
573,574,501-600,SUNY College at Brockport,43.3-46.6,574,-,597,16.0,324,-,418,-,463,593699,New York,"$17,804","$12,904","$41,700",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1
574,575,501-600,SUNY Cortland,43.3-46.6,575,-,611,-,489,18.4,319,-,624,593705,New York,"$17,950","$12,810","$45,800",0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1
575,576,501-600,SUNY at Fredonia,43.3-46.6,576,-,454,-,427,-,622,-,649,593708,New York,"$17,936","$12,490","$40,367",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0
576,577,501-600,SUNY Geneseo,43.3-46.6,577,-,631,-,575,18.7,310,-,625,593711,New York,"$18,058","$13,214","$47,233",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0
577,578,501-600,SUNY Oneonta,43.3-46.6,578,-,636,-,428,-,407,-,495,593717,New York,"$17,816","$12,794","$42,567",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
578,579,501-600,SUNY Oswego,43.3-46.6,579,-,583,16.1,304,-,504,4.9,406,593720,New York,"$17,841","$13,740","$42,067",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0
579,580,501-600,SUNY Potsdam,43.3-46.6,580,14.9,315,-,654,-,749,5.0,385,593723,New York,"$17,871","$12,830","$37,900",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0
580,581,501-600,Sacred Heart University,43.3-46.6,581,-,564,-,655,17.3,371,-,720,592115,Connecticut,"$39,820","$14,770","$54,733",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0
581,582,501-600,Saint Xavier University,43.3-46.6,582,-,584,-,606,-,492,6.4,198,592445,Illinois,"$33,380","$11,340","$45,267",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
582,583,501-600,Salisbury University,43.3-46.6,583,-,698,-,710,18.9,304,-,496,592838,Maryland,"$18,622","$11,480","$48,167",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1
583,584,501-600,Sam Houston State University,43.3-46.6,584,-,739,16.7,151,-,425,6.3,212,594680,Texas,"$18,022","$9,178","$42,767",0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1
584,585,501-600,Schreiner University,43.3-46.6,585,-,474,-,558,-,630,4.9,407,594683,Texas,"$26,900","$10,152","$38,467",0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
585,586,501-600,Sonoma State University,43.3-46.6,586,-,779,-,694,19.7,274,6.6,181,592040,California,"$19,604","$13,554","$46,200",0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0
586,587,501-600,South Dakota State University,43.3-46.6,587,-,502,16.8,130,-,612,-,691,594497,South Dakota,"$11,689","$8,563","$42,367",0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
587,588,501-600,Southern Adventist University,43.3-46.6,588,-,510,16.2,277,-,646,5.4,333,594566,Tennessee,"$21,550","$6,750","$37,567",0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1
588,589,501-600,Southern Illinois University Edwardsville,43.3-46.6,589,-,494,-,560,-,543,5.0,387,592451,Illinois,"$11,134","$9,481","$41,267",0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
589,590,501-600,University of Southern Mississippi,43.3-46.6,590,-,585,16.2,279,-,599,5.3,344,131782,Mississippi,"$10,218","$9,631","$36,033",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1
590,591,501-600,Tennessee Technological University,43.3-46.6,591,-,572,-,658,-,498,-,485,594581,Tennessee,"$24,377","$9,400","$38,233",1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0
591,592,501-600,Texas A&M International University,43.3-46.6,592,-,764,-,634,18.6,313,7.0,132,594653,Texas,"$17,411","$8,160","$44,267",0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
592,593,501-600,University of Texas Rio Grande Valley,43.3-46.6,593,-,702,16.3,247,-,459,7.0,133,629910,Texas,"$17,547","$7,986","$40,567",0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
593,594,501-600,Texas State University,43.3-46.6,594,-,765,16.9,107,-,435,6.4,200,594695,Texas,"$21,605","$9,490","$44,500",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
594,595,501-600,University of Texas at Tyler,43.3-46.6,595,-,682,-,612,16.8,396,6.1,242,594710,Texas,"$20,542","$9,290","$42,900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,596,501-600,Texas Woman's University,43.3-46.6,596,-,744,-,582,16.8,397,7.1,117,594728,Texas,"$17,530","$8,181","$44,433",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1
596,597,501-600,Truman State University,43.3-46.6,597,-,575,-,746,17.8,350,-,676,593258,Missouri,"$14,440","$8,638","$43,733",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1
597,598,501-600,Waynesburg University,43.3-46.6,598,-,451,-,695,-,480,-,784,594389,Pennsylvania,"$24,010","$9,820","$44,667",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0
598,599,501-600,Wentworth Institute of Technology,43.3-46.6,599,-,656,-,758,18.3,325,5.4,334,592991,Massachusetts,"$34,977","$13,844","$60,700",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
599,600,501-600,West Virginia Wesleyan College,43.3-46.6,600,-,469,15.9,367,-,539,-,677,594944,West Virginia,"$30,752","$8,436","$41,467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,601,501-600,Whitworth University,43.3-46.6,601,-,446,16.6,177,-,564,-,638,594905,Washington,"$42,186","$11,496","$41,400",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1
601,602,501-600,William Paterson University of New Jersey,43.3-46.6,602,-,586,-,637,-,638,7.8,62,593441,New Jersey,"$20,842","$11,317","$44,700",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1
602,603,501-600,Wisconsin Lutheran College,43.3-46.6,603,-,405,-,537,-,540,-,779,595004,Wisconsin,"$29,140","$9,910","$40,133",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
603,604,501-600,University of Wisconsin-Milwaukee,43.3-46.6,604,-,543,16.1,311,-,702,6.2,232,131667,Wisconsin,"$20,844","$10,560","$42,800",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
604,605,> 600,University of Akron,30.3-43.2,605,-,504,16.1,285,-,776,5.1,359,593879,Ohio,"$18,801","$12,296","$35,267",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
605,606,> 600,Albertus Magnus College,30.3-43.2,606,-,710,-,663,-,484,5.2,348,592088,Connecticut,"$31,140","$13,000","$51,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,607,> 600,Alvernia University,30.3-43.2,607,-,576,-,714,-,633,-,527,594125,Pennsylvania,"$33,640","$11,690","$43,067",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
607,608,> 600,Anderson University (South Carolina),30.3-43.2,608,-,759,17.4,27,-,793,-,780,595286,South Carolina,"$26,970","$9,680","$34,367",0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
608,609,> 600,Appalachian State University,30.3-43.2,609,-,638,17.1,65,-,506,-,774,593756,North Carolina,"$22,109","$8,173","$37,333",0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1
609,610,> 600,Ashland University,30.3-43.2,610,-,553,17.4,28,-,665,-,595,593882,Ohio,"$20,700","$9,746","$39,500",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1
610,611,> 600,Ball State University,30.3-43.2,611,-,517,17.5,16,-,676,-,692,592469,Indiana,"$25,942","$10,034","$39,767",0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
611,612,> 600,Bemidji State University,30.3-43.2,612,-,735,15.9,332,-,625,-,656,593105,Minnesota,"$8,678","$8,162","$39,700",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
612,613,> 600,Benedictine College,30.3-43.2,613,-,599,16.4,201,-,525,-,793,592619,Kansas,"$28,480","$9,900","$39,600",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
613,614,> 600,Bloomsburg University of Pennsylvania,30.3-43.2,614,-,696,-,499,-,545,-,596,594137,Pennsylvania,"$21,980","$9,430","$44,033",0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
614,615,> 600,Boise State University,30.3-43.2,615,-,662,16.7,135,-,777,-,587,592313,Idaho,"$22,642","$10,042","$36,267",1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
615,616,> 600,Bowling Green State University,30.3-43.2,616,-,614,17.6,11,-,666,-,545,593891,Ohio,"$18,593","$8,898","$39,567",0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0
616,617,> 600,University of Bridgeport,30.3-43.2,617,-,615,-,715,-,744,8.5,19,592094,Connecticut,"$32,250","$13,590","$42,633",0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0
617,618,> 600,Bridgewater College,30.3-43.2,618,-,554,-,782,-,555,-,528,594785,Virginia,"$33,820","$12,440","$41,467",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0
618,619,> 600,Bridgewater State University,30.3-43.2,619,-,782,-,742,-,626,-,425,592883,Massachusetts,"$16,152","$12,750","$43,800",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0
